horas_trabajo_totales,horas_visual,area,ciudad,etnia,condicion_actividad,empleo,desempleo,empleo_adecuado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,rama_instruccion,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia,ingreso_laboral,ingreso_per_capita
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,79.0,6.0,Viudo(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,1320.0
20.0,20.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,70.0,6.0,Viudo(a),No,9.0,"Cs. Sociales, Comercio y Derecho",,,Patrono,15.0,500.0,4100.0
56.0,56.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,59.0,6.0,Viudo(a),No,9.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,30.0,500.0,250.0
56.0,56.0,1,Sangolqui,No hay dato,5.0,1.0,,,,1,31.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Trabajador del hogar no remunerado,5.0,,250.0
70.0,70.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,41.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,16.0,560.0,160.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,41.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,160.0
40.0,40.0,1,Sangolqui,No hay dato,4.0,1.0,,,,1,22.0,6.0,Soltero(a),Si,8.0,Educación,,,Empleado privado,1.0,400.0,160.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,160.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,16.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,160.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,160.0
60.0,60.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,45.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,11.0,470.0,156.66666666666666
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,37.0,6.0,Unión libre,No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,156.66666666666666
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,156.66666666666666
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,31.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,4.0,940.0,940.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,27.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,940.0,940.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,83.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,200.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,78.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,200.0
35.0,35.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,19.0,6.0,Unión libre,Si,7.0,Educación,,,Empleado privado,2.0,500.0,250.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,24.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,250.0
56.0,56.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Unión libre,No,4.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,20.0,480.0,332.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,40.0,6.0,Unión libre,No,6.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,20.0,470.0,332.5
24.0,24.0,1,Sangolqui,No hay dato,2.0,1.0,,,,2,22.0,6.0,Soltero(a),No,8.0,Humanidades y Artes,,,Empleado(a) Doméstico(a),1.0,320.0,332.5
10.0,10.0,1,Sangolqui,No hay dato,4.0,1.0,,,,2,19.0,6.0,Soltero(a),Si,8.0,Educación,,,Empleado privado,0.0,60.0,332.5
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,76.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,113.33333333333333
40.0,40.0,1,Sangolqui,No hay dato,4.0,1.0,,,,1,52.0,6.0,Soltero(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,20.0,240.0,113.33333333333333
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,113.33333333333333
40.0,40.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,1,40.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado(a) Doméstico(a),18.0,1045.0,387.0
20.0,20.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,2,38.0,6.0,Unión libre,No,4.0,"Ingeniería, Industria y Construcción",,,Empleado(a) Doméstico(a),18.0,503.0,387.0
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,20.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,387.0
,0.0,2,Cotogchoa,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,387.0
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,94.0,6.0,Viudo(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,200.0
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,65.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,142.5
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,19.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,142.5
60.0,60.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,2,63.0,6.0,Viudo(a),No,6.0,Humanidades y Artes,,,Patrono,35.0,1100.0,765.0
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,9.0,Educación,No realizó ninguna gestión,,,,,765.0
,0.0,2,Cotogchoa,No hay dato,0.0,,,,,2,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,765.0
40.0,40.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,2,50.0,6.0,Soltero(a),No,9.0,Humanidades y Artes,,,Empleado(a) Doméstico(a),20.0,940.0,765.0
,0.0,2,Cotogchoa,No hay dato,9.0,,,,,2,59.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,463.3333333333333
40.0,40.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,2,37.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Empleado de gobierno,12.0,1390.0,463.3333333333333
,0.0,2,Cotogchoa,No hay dato,0.0,,,,,2,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,463.3333333333333
60.0,60.0,2,Cotogchoa,No hay dato,4.0,1.0,,,,1,57.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,8.0,350.0,350.0
40.0,40.0,2,Cotogchoa,No hay dato,4.0,1.0,,,,1,60.0,6.0,Divorciado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,35.0,120.0,460.0
40.0,40.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,2,38.0,6.0,Unión libre,No,10.0,Educación,,,Empleado de gobierno,12.0,1600.0,460.0
40.0,40.0,2,Cotogchoa,No hay dato,1.0,1.0,,1.0,,1,30.0,6.0,Unión libre,No,8.0,Humanidades y Artes,,,Empleado privado,6.0,940.0,460.0
,0.0,2,Cotogchoa,No hay dato,0.0,,,,,2,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,460.0
,0.0,2,Cotogchoa,No hay dato,0.0,,,,,1,4.0,6.0,,,,Sin dato,,,,,,460.0
48.0,48.0,2,Cotogchoa,No hay dato,4.0,1.0,,,,2,56.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,9.0,100.0,460.0
48.0,48.0,2,San miguel de los bancos,No hay dato,1.0,1.0,,1.0,,1,35.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,8.0,1125.0,376.6666666666667
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,32.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,376.6666666666667
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,376.6666666666667
20.0,20.0,2,San miguel de los bancos,No hay dato,4.0,1.0,,,,1,72.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,10.0,220.0,110.0
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,7.0,6.0,,No,1.0,Sin dato,No realizó ninguna gestión,,,,,110.0
32.0,32.0,2,San miguel de los bancos,No hay dato,2.0,1.0,,,,1,39.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,20.0,200.0,70.25
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,37.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,70.25
24.0,24.0,2,San miguel de los bancos,No hay dato,2.0,1.0,,,,1,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,2.0,240.0,70.25
10.0,10.0,2,San miguel de los bancos,No hay dato,4.0,1.0,,,,2,17.0,6.0,Soltero(a),No,5.0,Sin especificar,,,Empleado privado,0.0,104.0,70.25
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,70.25
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,70.25
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,70.25
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,0.0,6.0,,,,Sin dato,,,,,,70.25
40.0,40.0,2,San miguel de los bancos,No hay dato,1.0,1.0,,1.0,,1,38.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,12.0,560.0,249.75
20.0,20.0,2,San miguel de los bancos,No hay dato,4.0,1.0,,,,2,39.0,6.0,Unión libre,No,4.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,6.0,360.0,249.75
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,249.75
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,249.75
32.0,32.0,2,San miguel de los bancos,No hay dato,2.0,1.0,,,,1,29.0,6.0,Unión libre,No,5.0,Salud y Bienestar,,,Jornalero o peón,9.0,240.0,80.0
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,21.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,80.0
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,2.0,6.0,,,,Sin dato,,,,,,80.0
40.0,40.0,2,San miguel de los bancos,No hay dato,1.0,1.0,,1.0,,1,78.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,12.0,944.0,184.5
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,68.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,184.5
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,33.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,184.5
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,10.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,184.5
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,2,9.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,184.5
,0.0,2,San miguel de los bancos,No hay dato,0.0,,,,,1,2.0,6.0,,,,Sin dato,,,,,,184.5
24.0,24.0,2,San miguel de los bancos,No hay dato,2.0,1.0,,,,1,44.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,25.0,60.0,65.75
20.0,20.0,2,San miguel de los bancos,No hay dato,4.0,1.0,,,,2,44.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,0.0,140.0,65.75
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,65.75
,0.0,2,San miguel de los bancos,No hay dato,9.0,,,,,2,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,65.75
40.0,40.0,2,Puerto quito,No hay dato,4.0,1.0,,,,1,65.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,40.0,250.0,62.5
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,56.0,6.0,Unión libre,No,1.0,Sin dato,No realizó ninguna gestión,,,,,62.5
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,20.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,62.5
,0.0,2,Puerto quito,No hay dato,0.0,,,,,1,1.0,6.0,,,,Sin dato,,,,,,62.5
40.0,40.0,2,Puerto quito,No hay dato,4.0,1.0,,,,1,79.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,60.0,440.0,240.0
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,66.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,240.0
24.0,24.0,2,Puerto quito,No hay dato,4.0,1.0,,,,1,25.0,6.0,Soltero(a),No,7.0,Educación,,,Jornalero o peón,3.0,120.0,240.0
40.0,40.0,2,Puerto quito,No hay dato,4.0,1.0,,,,2,50.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Patrono,30.0,325.0,140.0
36.0,36.0,2,Puerto quito,No hay dato,2.0,1.0,,,,2,31.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,5.0,160.0,140.0
,0.0,2,Puerto quito,No hay dato,9.0,,,,,1,20.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,140.0
,0.0,2,Puerto quito,No hay dato,9.0,,,,,1,92.0,6.0,Casado(a),No,4.0,Ciencias,No realizó ninguna gestión,,,,,140.0
36.0,36.0,2,Puerto quito,No hay dato,4.0,1.0,,,,1,36.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,20.0,160.0,140.0
40.0,40.0,2,Puerto quito,No hay dato,4.0,1.0,,,,1,35.0,6.0,Unión libre,No,6.0,Ciencias,,,Empleado privado,8.0,450.0,115.5
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,29.0,6.0,Unión libre,No,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,115.5
,0.0,2,Puerto quito,No hay dato,0.0,,,,,2,10.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,115.5
,0.0,2,Puerto quito,No hay dato,0.0,,,,,1,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,115.5
30.0,30.0,2,Puerto quito,No hay dato,4.0,1.0,,,,2,54.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,40.0,72.0,177.0
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,54.0,6.0,Soltero(a),No,4.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,129.6
32.0,32.0,2,Puerto quito,No hay dato,2.0,1.0,,,,2,27.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,10.0,360.0,129.6
24.0,24.0,2,Puerto quito,No hay dato,2.0,1.0,,,,1,22.0,6.0,Soltero(a),No,7.0,Educación,,,Jornalero o peón,6.0,140.0,129.6
24.0,24.0,2,Puerto quito,No hay dato,2.0,1.0,,,,1,20.0,6.0,Soltero(a),No,5.0,Agricultura y Veterinaria,,,Jornalero o peón,6.0,140.0,129.6
,0.0,2,Puerto quito,No hay dato,0.0,,,,,2,8.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,129.6
20.0,20.0,2,Puerto quito,No hay dato,2.0,1.0,,,,1,39.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,5.0,270.0,91.33333333333333
,0.0,2,Puerto quito,No hay dato,9.0,,,,,2,23.0,6.0,Unión libre,No,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,91.33333333333333
,0.0,2,Puerto quito,No hay dato,0.0,,,,,1,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,91.33333333333333
,0.0,1,Ambato,No hay dato,9.0,,,,,2,83.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,376.5
44.0,44.0,1,Ambato,No hay dato,2.0,1.0,,,,2,39.0,6.0,Separado(a),No,9.0,Ciencias,,,Empleado privado,10.0,500.0,376.5
,0.0,1,Ambato,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,376.5
,0.0,1,Ambato,No hay dato,0.0,,,,,1,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,376.5
,0.0,1,Ambato,No hay dato,9.0,,,,,1,74.0,6.0,Unión libre,No,9.0,Educación,No realizó ninguna gestión,,,,,830.0
,0.0,1,Ambato,No hay dato,9.0,,,,,2,60.0,6.0,Unión libre,No,8.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,830.0
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,29.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,5.0,890.0,830.0
30.0,30.0,1,Ambato,No hay dato,2.0,1.0,,,,2,33.0,6.0,Separado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,3.0,315.0,156.33333333333334
,0.0,1,Ambato,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,156.33333333333334
,0.0,1,Ambato,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,156.33333333333334
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,22.0,6.0,Soltero(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",,,Empleado de gobierno,0.0,490.0,490.0
,0.0,1,Ambato,No hay dato,9.0,,,,,1,88.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,800.0
,0.0,1,Ambato,No hay dato,9.0,,,,,2,84.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,800.0
56.0,56.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,41.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,25.0,1500.0,401.6
49.0,49.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,34.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,4.0,500.0,401.6
5.0,5.0,1,Ambato,No hay dato,5.0,1.0,,,,2,16.0,6.0,Soltero(a),Si,7.0,Educación,,,Trabajador del hogar no remunerado,1.0,,401.6
5.0,5.0,1,Ambato,No hay dato,5.0,1.0,,,,1,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,,,Trabajador del hogar no remunerado,1.0,,401.6
,0.0,1,Ambato,No hay dato,0.0,,,,,2,2.0,6.0,,,,Sin dato,,,,,,401.6
50.0,50.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,29.0,6.0,Unión libre,No,9.0,Educación,,,Empleado privado,9.0,600.0,225.0
20.0,20.0,1,Ambato,No hay dato,4.0,1.0,,,,2,23.0,6.0,Unión libre,No,7.0,Humanidades y Artes,,,Cuenta Propia,3.0,300.0,225.0
,0.0,1,Ambato,No hay dato,0.0,,,,,1,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,225.0
,0.0,1,Ambato,No hay dato,0.0,,,,,1,0.0,6.0,,,,Sin dato,,,,,,225.0
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,46.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,30.0,1366.0,640.6666666666666
,0.0,1,Ambato,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,640.6666666666666
,0.0,1,Ambato,No hay dato,9.0,,,,,1,15.0,6.0,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,640.6666666666666
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,45.0,6.0,Divorciado(a),Si,10.0,Educación,,,Empleado de gobierno,8.0,2930.0,2930.0
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,39.0,6.0,Casado(a),No,10.0,Educación,,,Empleado privado,12.0,2525.0,631.25
,0.0,1,Ambato,No hay dato,9.0,,,,,2,35.0,6.0,Casado(a),Si,9.0,Ciencias,No realizó ninguna gestión,,,,,631.25
,0.0,1,Ambato,No hay dato,0.0,,,,,2,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,631.25
,0.0,1,Ambato,No hay dato,0.0,,,,,2,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,631.25
20.0,20.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,73.0,6.0,Casado(a),No,9.0,Agricultura y Veterinaria,,,Cuenta Propia,45.0,650.0,2075.0
,0.0,1,Ambato,No hay dato,9.0,,,,,2,70.0,6.0,Casado(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,2075.0
20.0,20.0,1,Ambato,No hay dato,2.0,1.0,,,,1,69.0,6.0,Casado(a),No,9.0,Ciencias,,,Patrono,40.0,270.0,116.66666666666667
,0.0,1,Ambato,No hay dato,9.0,,,,,2,65.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,116.66666666666667
20.0,20.0,1,Ambato,No hay dato,2.0,1.0,,,,1,25.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,2.0,80.0,116.66666666666667
60.0,60.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,52.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,25.0,600.0,550.0
12.0,12.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,23.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,,,Cuenta Propia,2.0,500.0,550.0
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,34.0,6.0,Casado(a),Si,9.0,Humanidades y Artes,,,Empleado de gobierno,10.0,1375.0,717.0
84.0,84.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,2,32.0,6.0,Casado(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Empleado de gobierno,11.0,2210.0,717.0
,0.0,1,Ambato,No hay dato,9.0,,,,,1,15.0,,Soltero(a),Si,5.0,Tecnología,No realizó ninguna gestión,,,,,717.0
,0.0,1,Ambato,No hay dato,0.0,,,,,2,6.0,,,Si,5.0,Educación,No realizó ninguna gestión,,,,,717.0
,0.0,1,Ambato,No hay dato,0.0,,,,,2,5.0,,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,717.0
40.0,40.0,1,Ambato,No hay dato,4.0,1.0,,,,1,63.0,6.0,Casado(a),No,6.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,35.0,305.0,152.5
40.0,40.0,1,Ambato,No hay dato,5.0,1.0,,,,2,53.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,35.0,,152.5
60.0,60.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,40.0,6.0,Unión libre,No,1.0,Sin dato,,,Cuenta Propia,3.0,500.0,166.66666666666666
30.0,30.0,1,Ambato,No hay dato,2.0,1.0,,,,2,32.0,6.0,Unión libre,No,6.0,Educación,,,Trabajador del hogar no remunerado,5.0,,166.66666666666666
20.0,20.0,1,Ambato,No hay dato,0.0,,,,,2,12.0,6.0,Soltero(a),No,5.0,"Ingeniería, Industria y Construcción",,,Trabajador del hogar no remunerado,1.0,,166.66666666666666
30.0,30.0,1,Ambato,No hay dato,2.0,1.0,,,,2,50.0,6.0,Separado(a),No,4.0,Agricultura y Veterinaria,,,Empleado(a) Doméstico(a),7.0,295.0,160.0
16.0,16.0,1,Ambato,No hay dato,2.0,1.0,,,,1,22.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,0.0,25.0,160.0
24.0,24.0,1,Ambato,No hay dato,2.0,1.0,,,,2,35.0,6.0,Soltero(a),No,4.0,Ciencias,,,Cuenta Propia,7.0,350.0,126.5
,0.0,1,Ambato,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,126.5
,0.0,1,Ambato,No hay dato,0.0,,,,,2,8.0,6.0,,Si,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,126.5
,0.0,1,Ambato,No hay dato,0.0,,,,,1,2.0,6.0,,,,Sin dato,,,,,,126.5
40.0,40.0,1,Ambato,No hay dato,4.0,1.0,,,,2,27.0,6.0,Soltero(a),No,9.0,Ciencias,,,Empleado privado,0.0,402.0,326.0
,0.0,1,Ambato,No hay dato,9.0,,,,,2,91.0,6.0,Viudo(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,326.0
,0.0,1,Ambato,No hay dato,9.0,,,,,2,57.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,444.1666666666667
40.0,40.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,39.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,12.0,1283.0,444.1666666666667
50.0,50.0,1,Ambato,No hay dato,1.0,1.0,,1.0,,1,37.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,12.0,849.0,444.1666666666667
