horas_trabajo_totales,area,ciudad,etnia,condicion_actividad,empleo_adecuado,desempleado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,82.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,60.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 4, Hombre,48.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
60.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,35.0, Ninguno, Unión libre, Si,6.0,,,2,10.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,42.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
50.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,35.0, Ninguno, Casado(a), No,6.0,,,5,6.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,31.0, Ninguno, Casado(a), No,8.0,,,6,3.0
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,0.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,38.0, Ninguno, Casado(a), No,9.0,,,1,10.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,34.0, Ninguno, Casado(a), No,9.0,,,2,4.0
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 5, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
16.0, Urbana,Cuenca,,4.0,,,Persona 1, Mujer,42.0, Ninguno, Separado(a), Si,,,,6,1.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,46.0, Ninguno, Casado(a), No,10.0,,,6,20.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,10.0,,,2,12.0
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,76.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
50.0, Urbana,Cuenca,,3.0,,,Persona 2, Hombre,23.0, Ninguno, Unión libre, No,,,,6,1.0
, Urbana,Cuenca,,9.0,,,Persona 3, Mujer,24.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 5, Hombre,0.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,9.0,,,2,15.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,7.0,,1.0,Persona 1, Hombre,58.0, Ninguno, Divorciado(a), No,9.0, Buscar por Internet, Terminación contrato,1,
, Urbana,Cuenca,,7.0,,1.0,Persona 2, Hombre,24.0, Ninguno, Soltero(a), Si,9.0, Hablar con amigos o parientes, Terminación contrato,2,
, Urbana,Cuenca,,9.0,,,Persona 1, Hombre,78.0, Ninguno, Viudo(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,48.0, Ninguno, Divorciado(a), No,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,59.0, Ninguno, Casado(a), No,4.0,,,2,26.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,33.0, Ninguno, Soltero(a), No,6.0,,,1,13.0
60.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,48.0, Ninguno, Divorciado(a), No,6.0,,,6,10.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,51.0, Ninguno, Unión libre, No,9.0,,,6,35.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,30.0, Ninguno, Unión libre, No,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,1.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,38.0, Ninguno, Casado(a), No,9.0,,,1,15.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,37.0, Ninguno, Casado(a), No,10.0,,,6,13.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 5, Mujer,0.0, Ninguno,,,,,,,
20.0, Urbana,Cuenca,,2.0,,,Persona 1, Hombre,39.0, Ninguno, Casado(a), No,6.0,,,6,15.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,39.0, Ninguno, Casado(a), No,6.0,,,2,18.0
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,32.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
60.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Hombre,45.0, Ninguno, Unión libre, No,4.0,,,2,20.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 5, Hombre,4.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,42.0, Ninguno, Soltero(a), No,6.0,,,2,16.0
20.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,66.0, Ninguno, Viudo(a), No,6.0,,,6,30.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Hombre,38.0, Ninguno, Soltero(a), No,9.0,,,6,13.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,32.0, Ninguno, Divorciado(a), No,10.0,,,1,8.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,43.0, Ninguno, Casado(a), No,10.0,,,2,20.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,43.0, Ninguno, Casado(a), No,9.0,,,1,16.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,72.0, Ninguno, Viudo(a), No,10.0, No realizó ninguna gestión,,,
20.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,55.0, Ninguno, Casado(a), No,9.0,,,6,0.0
20.0, Urbana,Cuenca,,5.0,,,Persona 2, Mujer,51.0, Ninguno, Casado(a), No,6.0,,,7,0.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,31.0, Ninguno, Soltero(a), No,10.0,,,2,7.0
, Urbana,Cuenca,,7.0,,1.0,Persona 4, Hombre,25.0, Ninguno, Soltero(a), No,9.0, Buscar por Internet,,,
, Urbana,Cuenca,,9.0,,,Persona 5, Mujer,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,76.0, Ninguno, Divorciado(a), No,8.0, No realizó ninguna gestión,,,
20.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,36.0, Ninguno, Casado(a), No,9.0,,,2,15.0
, Urbana,Cuenca,,0.0,,,Persona 2, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,4.0, Ninguno,,,,,,,
60.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,37.0, Ninguno, Casado(a), No,10.0,,,1,5.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,39.0, Ninguno, Casado(a), No,10.0,,,1,5.0
44.0, Urbana,Cuenca,,4.0,,,Persona 1, Mujer,48.0, Ninguno, Casado(a), No,4.0,,,6,14.0
44.0, Urbana,Cuenca,,5.0,,,Persona 2, Hombre,46.0, Ninguno, Casado(a), No,4.0,,,7,14.0
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,62.0, Ninguno, Casado(a), No,4.0,,,6,35.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,61.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,71.0, Ninguno, Soltero(a), No,4.0,,,6,50.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,66.0, Ninguno, Casado(a), No,4.0,,,2,20.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,62.0, Ninguno, Casado(a), No,4.0,,,2,20.0
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,52.0, Ninguno, Casado(a), No,4.0,,,6,10.0
16.0, Urbana,Cuenca,,2.0,,,Persona 2, Mujer,45.0, Ninguno, Casado(a), No,6.0,,,6,5.0
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 1, Hombre,74.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
14.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,75.0, Ninguno, Casado(a), No,4.0,,,6,35.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Mujer,44.0, Ninguno, Divorciado(a), No,6.0,,,10,1.0
, Urbana,Cuenca,,9.0,,,Persona 4, Mujer,21.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 5, Hombre,17.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 6, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 7, Hombre,4.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Mujer,48.0, Ninguno, Divorciado(a), No,6.0,,,6,10.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,29.0, Ninguno, Soltero(a), No,9.0,,,2,3.0
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,52.0, Ninguno, Viudo(a), No,10.0,,,2,20.0
, Urbana,Cuenca,,7.0,,1.0,Persona 2, Mujer,26.0, Ninguno, Soltero(a), No,9.0, Enviar hoja de vida, Terminación contrato,1,
40.0, Urbana,Cuenca,,4.0,,,Persona 3, Mujer,24.0, Ninguno, Soltero(a), No,9.0,,,1,0.0
, Urbana,Cuenca,,9.0,,,Persona 4, Mujer,18.0, Ninguno, Soltero(a), No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,44.0, Ninguno, Casado(a), No,4.0,,,4,20.0
20.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,44.0, Ninguno, Casado(a), No,4.0,,,6,15.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Mujer,23.0, Ninguno, Soltero(a), No,9.0,,,2,1.0
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
48.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,51.0, Ninguno, Casado(a), No,4.0,,,6,15.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,52.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,4.0,,,Persona 3, Hombre,25.0, Ninguno, Soltero(a), No,,,,6,3.0
40.0, Urbana,Cuenca,,4.0,,,Persona 4, Hombre,22.0, Ninguno, Soltero(a), No,,,,6,2.0
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,74.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,46.0, Ninguno, Casado(a), No,9.0,,,2,15.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
50.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,46.0, Ninguno, Casado(a), No,9.0,,,2,4.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,43.0, Ninguno, Casado(a), No,10.0,,,2,2.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 4, Hombre,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,41.0, Ninguno, Casado(a), No,10.0,,,1,7.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,41.0, Ninguno, Casado(a), No,9.0,,,2,12.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,7.0,,1.0,Persona 1, Hombre,33.0, Ninguno, Unión libre, No,6.0, Hablar con amigos o parientes, Otro,4,
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,28.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,7.0,,1.0,Persona 5, Hombre,56.0, Ninguno, Soltero(a), No,4.0, Acudir a agencias de empleo, Otro,4,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,31.0, Ninguno, Soltero(a), Si,10.0,,,2,2.0
66.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,26.0, Ninguno, Unión libre, No,,,,2,2.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,18.0, Ninguno, Unión libre, No,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,2.0, Ninguno,,,,,,,
65.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,51.0, Ninguno, Unión libre, No,4.0,,,6,0.0
48.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,32.0, Ninguno, Unión libre, No,6.0,,,2,3.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,30.0, Ninguno, Soltero(a), No,8.0,,,1,8.0
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
10.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,75.0, Ninguno, Casado(a), No,6.0,,,6,10.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,65.0, Ninguno, Casado(a), No,9.0,,,1,25.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Mujer,34.0, Ninguno, Soltero(a), No,9.0,,,1,6.0
, Urbana,Cuenca,,9.0,,,Persona 1, Hombre,72.0, Ninguno, Casado(a), No,10.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,59.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,47.0, Ninguno, Soltero(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,2.0,,,Persona 1, Hombre,49.0, Ninguno, Casado(a), No,4.0,,,6,25.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,48.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,2.0,,,Persona 3, Hombre,27.0, Ninguno, Soltero(a), No,,,,7,4.0
, Urbana,Cuenca,,9.0,,,Persona 4, Mujer,25.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 5, Mujer,23.0, Ninguno, Soltero(a), No,,,,2,2.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,50.0, Ninguno, Divorciado(a), No,8.0,,,1,17.0
, Urbana,Cuenca,,9.0,,,Persona 2, Hombre,25.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Mujer,21.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,4.0,,,6,25.0
40.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,54.0, Ninguno, Casado(a), No,4.0,,,6,10.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,61.0, Ninguno, Casado(a), No,9.0,,,5,25.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,57.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
48.0, Urbana,Cuenca,,4.0,,,Persona 1, Mujer,57.0, Ninguno, Divorciado(a), No,4.0,,,6,30.0
, Urbana,Cuenca,,7.0,,1.0,Persona 2, Hombre,39.0, Ninguno, Soltero(a), No,9.0, Enviar hoja de vida, Terminación contrato,2,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,48.0, Ninguno, Viudo(a), No,4.0,,,6,20.0
, Urbana,Cuenca,,9.0,,,Persona 2, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,5.0,,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), No,9.0,,,7,1.0
, Urbana,Cuenca,,9.0,,,Persona 1, Hombre,77.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,80.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,47.0, Ninguno, Soltero(a), No,9.0,,,2,15.0
, Urbana,Cuenca,,9.0,,,Persona 4, Mujer,63.0, Ninguno, Soltero(a), No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,48.0, Ninguno, Soltero(a), No,6.0,,,2,20.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,23.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,29.0, Ninguno, Unión libre, No,,,,2,0.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,22.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 3, Mujer,3.0, Ninguno,,,,,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,34.0, Ninguno, Casado(a), No,9.0,,,2,15.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Hombre,27.0, Ninguno, Soltero(a), No,8.0,,,2,4.0
, Urbana,Cuenca,,9.0,,,Persona 1, Mujer,47.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 5, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,66.0, Ninguno, Casado(a), No,4.0,,,4,20.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,60.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,24.0, Ninguno, Soltero(a), No,,,,2,0.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Hombre,26.0, Ninguno, Soltero(a), No,,,,2,3.0
, Urbana,Cuenca,,9.0,,,Persona 1, Hombre,73.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,38.0, Ninguno, Soltero(a), No,9.0,,,2,3.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,33.0, Ninguno, Soltero(a), No,10.0,,,1,2.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Mujer,48.0, Ninguno, Soltero(a), No,6.0,,,2,10.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Mujer,26.0, Ninguno, Soltero(a), No,9.0,,,1,0.0
30.0, Urbana,Cuenca,,4.0,,,Persona 3, Mujer,68.0, Ninguno, Divorciado(a), No,1.0,,,10,28.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 4, Hombre,39.0, Ninguno, Divorciado(a), No,6.0,,,6,20.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Unión libre, No,9.0,,,6,1.0
, Urbana,Cuenca,,9.0,,,Persona 2, Mujer,52.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,15.0, Ninguno, Soltero(a), No,5.0, No realizó ninguna gestión,,,
, Urbana,Cuenca,,0.0,,,Persona 4, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
35.0, Urbana,Cuenca,,4.0,,,Persona 1, Hombre,60.0, Ninguno, Casado(a), No,6.0,,,6,32.0
35.0, Urbana,Cuenca,,5.0,,,Persona 2, Mujer,57.0, Ninguno, Casado(a), No,6.0,,,7,30.0
, Urbana,Cuenca,,7.0,,1.0,Persona 3, Mujer,26.0, Ninguno, Soltero(a), No,9.0, Enviar hoja de vida,,,
, Urbana,Cuenca,,9.0,,,Persona 4, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,24.0, Ninguno, Soltero(a), No,,,,2,1.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 2, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,1.0
, Urbana,Cuenca,,7.0,,1.0,Persona 1, Mujer,35.0, Ninguno, Soltero(a), No,6.0, Buscar por Internet, Renuncia voluntaria,10,
, Urbana,Cuenca,,0.0,,,Persona 2, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 3, Hombre,35.0, Ninguno, Soltero(a), No,6.0,,,4,3.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,30.0, Ninguno, Unión libre, No,,,,2,5.0
30.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,30.0, Ninguno, Unión libre, No,,,,6,1.0
40.0, Urbana,Cuenca,,2.0,,,Persona 1, Hombre,53.0, Ninguno, Casado(a), No,4.0,,,2,23.0
50.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,52.0, Ninguno, Casado(a), No,4.0,,,6,25.0
, Urbana,Cuenca,,9.0,,,Persona 3, Hombre,27.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
10.0, Urbana,Cuenca,,5.0,,,Persona 4, Mujer,24.0, Ninguno, Unión libre, Si,,,,7,1.0
, Urbana,Cuenca,,9.0,,,Persona 5, Hombre,21.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 6, Hombre,24.0, Ninguno, Unión libre, No,,,,2,2.0
40.0, Urbana,Cuenca,,1.0,1.0,,Persona 1, Hombre,41.0, Ninguno, Casado(a), No,6.0,,,2,7.0
40.0, Urbana,Cuenca,,4.0,,,Persona 2, Mujer,40.0, Ninguno, Casado(a), No,6.0,,,6,20.0
, Urbana,Cuenca,,0.0,,,Persona 3, Hombre,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
